"","fam_links","Host","VirusFamily","association","status"
"322","Artibeus fimbriatus-peribunyaviridae","Artibeus fimbriatus","peribunyaviridae",NA,0
"323","Artibeus fimbriatus-phenuiviridae","Artibeus fimbriatus","phenuiviridae",NA,0
"324","Artibeus fimbriatus-picobirnaviridae","Artibeus fimbriatus","picobirnaviridae",NA,0
"325","Artibeus fimbriatus-picornaviridae","Artibeus fimbriatus","picornaviridae",NA,0
"326","Artibeus fimbriatus-polyomaviridae","Artibeus fimbriatus","polyomaviridae",NA,0
"327","Artibeus fimbriatus-poxviridae","Artibeus fimbriatus","poxviridae",NA,0
"328","Artibeus fimbriatus-qinviridae","Artibeus fimbriatus","qinviridae",NA,0
"329","Artibeus fimbriatus-retroviridae","Artibeus fimbriatus","retroviridae",NA,0
"330","Artibeus fimbriatus-rhabdoviridae","Artibeus fimbriatus","rhabdoviridae",1,1
"331","Artibeus fimbriatus-sedoreoviridae","Artibeus fimbriatus","sedoreoviridae",NA,0
"332","Artibeus fimbriatus-smacoviridae","Artibeus fimbriatus","smacoviridae",NA,0
"333","Artibeus fimbriatus-spinareoviridae","Artibeus fimbriatus","spinareoviridae",NA,0
"334","Artibeus fimbriatus-togaviridae","Artibeus fimbriatus","togaviridae",NA,0
"335","Artibeus fimbriatus-totiviridae","Artibeus fimbriatus","totiviridae",NA,0
"336","Artibeus fimbriatus-tymoviridae","Artibeus fimbriatus","tymoviridae",NA,0
"337","Artibeus glaucus-adamaviridae","Artibeus glaucus","adamaviridae",NA,0
"338","Artibeus glaucus-adenoviridae","Artibeus glaucus","adenoviridae",NA,0
"339","Artibeus glaucus-adintoviridae","Artibeus glaucus","adintoviridae",NA,0
"340","Artibeus glaucus-anelloviridae","Artibeus glaucus","anelloviridae",NA,0
"341","Artibeus glaucus-arenaviridae","Artibeus glaucus","arenaviridae",NA,0
"342","Artibeus glaucus-artoviridae","Artibeus glaucus","artoviridae",NA,0
"343","Artibeus glaucus-astroviridae","Artibeus glaucus","astroviridae",NA,0
"344","Artibeus glaucus-birnaviridae","Artibeus glaucus","birnaviridae",NA,0
"345","Artibeus glaucus-bornaviridae","Artibeus glaucus","bornaviridae",NA,0
"346","Artibeus glaucus-botourmiaviridae","Artibeus glaucus","botourmiaviridae",NA,0
"347","Artibeus glaucus-caliciviridae","Artibeus glaucus","caliciviridae",NA,0
"348","Artibeus glaucus-chuviridae","Artibeus glaucus","chuviridae",NA,0
"349","Artibeus glaucus-circoviridae","Artibeus glaucus","circoviridae",NA,0
"350","Artibeus glaucus-coronaviridae","Artibeus glaucus","coronaviridae",NA,0
"351","Artibeus glaucus-filoviridae","Artibeus glaucus","filoviridae",NA,0
"352","Artibeus glaucus-flaviviridae","Artibeus glaucus","flaviviridae",1,1
"353","Artibeus glaucus-geminiviridae","Artibeus glaucus","geminiviridae",NA,0
"354","Artibeus glaucus-genomoviridae","Artibeus glaucus","genomoviridae",NA,0
"355","Artibeus glaucus-hantaviridae","Artibeus glaucus","hantaviridae",NA,0
"356","Artibeus glaucus-hepadnaviridae","Artibeus glaucus","hepadnaviridae",NA,0
"357","Artibeus glaucus-hepeviridae","Artibeus glaucus","hepeviridae",NA,0
"358","Artibeus glaucus-kolmioviridae","Artibeus glaucus","kolmioviridae",NA,0
"359","Artibeus glaucus-mahapunaviridae","Artibeus glaucus","mahapunaviridae",NA,0
"360","Artibeus glaucus-matonaviridae","Artibeus glaucus","matonaviridae",NA,0
"361","Artibeus glaucus-nairoviridae","Artibeus glaucus","nairoviridae",NA,0
"362","Artibeus glaucus-nodaviridae","Artibeus glaucus","nodaviridae",NA,0
"363","Artibeus glaucus-nyamiviridae","Artibeus glaucus","nyamiviridae",NA,0
"364","Artibeus glaucus-orthoherpesviridae","Artibeus glaucus","orthoherpesviridae",NA,0
"365","Artibeus glaucus-orthomyxoviridae","Artibeus glaucus","orthomyxoviridae",NA,0
"366","Artibeus glaucus-papillomaviridae","Artibeus glaucus","papillomaviridae",NA,0
"367","Artibeus glaucus-paramyxoviridae","Artibeus glaucus","paramyxoviridae",NA,0
"368","Artibeus glaucus-partitiviridae","Artibeus glaucus","partitiviridae",NA,0
"369","Artibeus glaucus-parvoviridae","Artibeus glaucus","parvoviridae",NA,0
"370","Artibeus glaucus-peribunyaviridae","Artibeus glaucus","peribunyaviridae",NA,0
"371","Artibeus glaucus-phenuiviridae","Artibeus glaucus","phenuiviridae",NA,0
"372","Artibeus glaucus-picobirnaviridae","Artibeus glaucus","picobirnaviridae",NA,0
"373","Artibeus glaucus-picornaviridae","Artibeus glaucus","picornaviridae",NA,0
"374","Artibeus glaucus-polyomaviridae","Artibeus glaucus","polyomaviridae",NA,0
"375","Artibeus glaucus-poxviridae","Artibeus glaucus","poxviridae",NA,0
"376","Artibeus glaucus-qinviridae","Artibeus glaucus","qinviridae",NA,0
"377","Artibeus glaucus-retroviridae","Artibeus glaucus","retroviridae",NA,0
"378","Artibeus glaucus-rhabdoviridae","Artibeus glaucus","rhabdoviridae",NA,0
"379","Artibeus glaucus-sedoreoviridae","Artibeus glaucus","sedoreoviridae",NA,0
"380","Artibeus glaucus-smacoviridae","Artibeus glaucus","smacoviridae",NA,0
"381","Artibeus glaucus-spinareoviridae","Artibeus glaucus","spinareoviridae",NA,0
"382","Artibeus glaucus-togaviridae","Artibeus glaucus","togaviridae",NA,0
"383","Artibeus glaucus-totiviridae","Artibeus glaucus","totiviridae",NA,0
"384","Artibeus glaucus-tymoviridae","Artibeus glaucus","tymoviridae",NA,0
"385","Artibeus hirsutus-adamaviridae","Artibeus hirsutus","adamaviridae",NA,0
"386","Artibeus hirsutus-adenoviridae","Artibeus hirsutus","adenoviridae",NA,0
"387","Artibeus hirsutus-adintoviridae","Artibeus hirsutus","adintoviridae",NA,0
"388","Artibeus hirsutus-anelloviridae","Artibeus hirsutus","anelloviridae",NA,0
"389","Artibeus hirsutus-arenaviridae","Artibeus hirsutus","arenaviridae",NA,0
"390","Artibeus hirsutus-artoviridae","Artibeus hirsutus","artoviridae",NA,0
"391","Artibeus hirsutus-astroviridae","Artibeus hirsutus","astroviridae",NA,0
"392","Artibeus hirsutus-birnaviridae","Artibeus hirsutus","birnaviridae",NA,0
"393","Artibeus hirsutus-bornaviridae","Artibeus hirsutus","bornaviridae",NA,0
"394","Artibeus hirsutus-botourmiaviridae","Artibeus hirsutus","botourmiaviridae",NA,0
"395","Artibeus hirsutus-caliciviridae","Artibeus hirsutus","caliciviridae",NA,0
"396","Artibeus hirsutus-chuviridae","Artibeus hirsutus","chuviridae",NA,0
"397","Artibeus hirsutus-circoviridae","Artibeus hirsutus","circoviridae",NA,0
"398","Artibeus hirsutus-coronaviridae","Artibeus hirsutus","coronaviridae",1,1
"399","Artibeus hirsutus-filoviridae","Artibeus hirsutus","filoviridae",NA,0
"400","Artibeus hirsutus-flaviviridae","Artibeus hirsutus","flaviviridae",NA,0
"401","Artibeus hirsutus-geminiviridae","Artibeus hirsutus","geminiviridae",NA,0
"402","Artibeus hirsutus-genomoviridae","Artibeus hirsutus","genomoviridae",NA,0
"403","Artibeus hirsutus-hantaviridae","Artibeus hirsutus","hantaviridae",NA,0
"404","Artibeus hirsutus-hepadnaviridae","Artibeus hirsutus","hepadnaviridae",NA,0
"405","Artibeus hirsutus-hepeviridae","Artibeus hirsutus","hepeviridae",NA,0
"406","Artibeus hirsutus-kolmioviridae","Artibeus hirsutus","kolmioviridae",NA,0
"407","Artibeus hirsutus-mahapunaviridae","Artibeus hirsutus","mahapunaviridae",NA,0
"408","Artibeus hirsutus-matonaviridae","Artibeus hirsutus","matonaviridae",NA,0
"409","Artibeus hirsutus-nairoviridae","Artibeus hirsutus","nairoviridae",NA,0
"410","Artibeus hirsutus-nodaviridae","Artibeus hirsutus","nodaviridae",NA,0
"411","Artibeus hirsutus-nyamiviridae","Artibeus hirsutus","nyamiviridae",NA,0
"412","Artibeus hirsutus-orthoherpesviridae","Artibeus hirsutus","orthoherpesviridae",NA,0
"413","Artibeus hirsutus-orthomyxoviridae","Artibeus hirsutus","orthomyxoviridae",NA,0
"414","Artibeus hirsutus-papillomaviridae","Artibeus hirsutus","papillomaviridae",NA,0
"415","Artibeus hirsutus-paramyxoviridae","Artibeus hirsutus","paramyxoviridae",NA,0
"416","Artibeus hirsutus-partitiviridae","Artibeus hirsutus","partitiviridae",NA,0
"417","Artibeus hirsutus-parvoviridae","Artibeus hirsutus","parvoviridae",NA,0
"418","Artibeus hirsutus-peribunyaviridae","Artibeus hirsutus","peribunyaviridae",NA,0
"419","Artibeus hirsutus-phenuiviridae","Artibeus hirsutus","phenuiviridae",NA,0
"420","Artibeus hirsutus-picobirnaviridae","Artibeus hirsutus","picobirnaviridae",NA,0
"421","Artibeus hirsutus-picornaviridae","Artibeus hirsutus","picornaviridae",NA,0
"422","Artibeus hirsutus-polyomaviridae","Artibeus hirsutus","polyomaviridae",NA,0
"423","Artibeus hirsutus-poxviridae","Artibeus hirsutus","poxviridae",NA,0
"424","Artibeus hirsutus-qinviridae","Artibeus hirsutus","qinviridae",NA,0
"425","Artibeus hirsutus-retroviridae","Artibeus hirsutus","retroviridae",NA,0
"426","Artibeus hirsutus-rhabdoviridae","Artibeus hirsutus","rhabdoviridae",NA,0
"427","Artibeus hirsutus-sedoreoviridae","Artibeus hirsutus","sedoreoviridae",NA,0
"428","Artibeus hirsutus-smacoviridae","Artibeus hirsutus","smacoviridae",NA,0
"429","Artibeus hirsutus-spinareoviridae","Artibeus hirsutus","spinareoviridae",NA,0
"430","Artibeus hirsutus-togaviridae","Artibeus hirsutus","togaviridae",NA,0
"431","Artibeus hirsutus-totiviridae","Artibeus hirsutus","totiviridae",NA,0
"432","Artibeus hirsutus-tymoviridae","Artibeus hirsutus","tymoviridae",NA,0
"433","Artibeus jamaicensis-adamaviridae","Artibeus jamaicensis","adamaviridae",NA,0
"434","Artibeus jamaicensis-adenoviridae","Artibeus jamaicensis","adenoviridae",NA,0
"435","Artibeus jamaicensis-adintoviridae","Artibeus jamaicensis","adintoviridae",NA,0
"436","Artibeus jamaicensis-anelloviridae","Artibeus jamaicensis","anelloviridae",NA,0
"437","Artibeus jamaicensis-arenaviridae","Artibeus jamaicensis","arenaviridae",1,1
"438","Artibeus jamaicensis-artoviridae","Artibeus jamaicensis","artoviridae",NA,0
"439","Artibeus jamaicensis-astroviridae","Artibeus jamaicensis","astroviridae",NA,0
"440","Artibeus jamaicensis-birnaviridae","Artibeus jamaicensis","birnaviridae",NA,0
"441","Artibeus jamaicensis-bornaviridae","Artibeus jamaicensis","bornaviridae",NA,0
"442","Artibeus jamaicensis-botourmiaviridae","Artibeus jamaicensis","botourmiaviridae",NA,0
"443","Artibeus jamaicensis-caliciviridae","Artibeus jamaicensis","caliciviridae",NA,0
"444","Artibeus jamaicensis-chuviridae","Artibeus jamaicensis","chuviridae",NA,0
"445","Artibeus jamaicensis-circoviridae","Artibeus jamaicensis","circoviridae",NA,0
"446","Artibeus jamaicensis-coronaviridae","Artibeus jamaicensis","coronaviridae",1,1
"447","Artibeus jamaicensis-filoviridae","Artibeus jamaicensis","filoviridae",NA,0
"448","Artibeus jamaicensis-flaviviridae","Artibeus jamaicensis","flaviviridae",1,1
"449","Artibeus jamaicensis-geminiviridae","Artibeus jamaicensis","geminiviridae",NA,0
"450","Artibeus jamaicensis-genomoviridae","Artibeus jamaicensis","genomoviridae",NA,0
"451","Artibeus jamaicensis-hantaviridae","Artibeus jamaicensis","hantaviridae",NA,0
"452","Artibeus jamaicensis-hepadnaviridae","Artibeus jamaicensis","hepadnaviridae",NA,0
"453","Artibeus jamaicensis-hepeviridae","Artibeus jamaicensis","hepeviridae",NA,0
"454","Artibeus jamaicensis-kolmioviridae","Artibeus jamaicensis","kolmioviridae",NA,0
"455","Artibeus jamaicensis-mahapunaviridae","Artibeus jamaicensis","mahapunaviridae",NA,0
"456","Artibeus jamaicensis-matonaviridae","Artibeus jamaicensis","matonaviridae",NA,0
"457","Artibeus jamaicensis-nairoviridae","Artibeus jamaicensis","nairoviridae",NA,0
"458","Artibeus jamaicensis-nodaviridae","Artibeus jamaicensis","nodaviridae",NA,0
"459","Artibeus jamaicensis-nyamiviridae","Artibeus jamaicensis","nyamiviridae",NA,0
"460","Artibeus jamaicensis-orthoherpesviridae","Artibeus jamaicensis","orthoherpesviridae",NA,0
"461","Artibeus jamaicensis-orthomyxoviridae","Artibeus jamaicensis","orthomyxoviridae",NA,0
"462","Artibeus jamaicensis-papillomaviridae","Artibeus jamaicensis","papillomaviridae",NA,0
"463","Artibeus jamaicensis-paramyxoviridae","Artibeus jamaicensis","paramyxoviridae",1,1
"464","Artibeus jamaicensis-partitiviridae","Artibeus jamaicensis","partitiviridae",NA,0
"465","Artibeus jamaicensis-parvoviridae","Artibeus jamaicensis","parvoviridae",1,1
"466","Artibeus jamaicensis-peribunyaviridae","Artibeus jamaicensis","peribunyaviridae",1,1
"467","Artibeus jamaicensis-phenuiviridae","Artibeus jamaicensis","phenuiviridae",NA,0
"468","Artibeus jamaicensis-picobirnaviridae","Artibeus jamaicensis","picobirnaviridae",NA,0
"469","Artibeus jamaicensis-picornaviridae","Artibeus jamaicensis","picornaviridae",NA,0
"470","Artibeus jamaicensis-polyomaviridae","Artibeus jamaicensis","polyomaviridae",NA,0
"471","Artibeus jamaicensis-poxviridae","Artibeus jamaicensis","poxviridae",NA,0
"472","Artibeus jamaicensis-qinviridae","Artibeus jamaicensis","qinviridae",NA,0
"473","Artibeus jamaicensis-retroviridae","Artibeus jamaicensis","retroviridae",NA,0
"474","Artibeus jamaicensis-rhabdoviridae","Artibeus jamaicensis","rhabdoviridae",1,1
"475","Artibeus jamaicensis-sedoreoviridae","Artibeus jamaicensis","sedoreoviridae",NA,0
"476","Artibeus jamaicensis-smacoviridae","Artibeus jamaicensis","smacoviridae",NA,0
"477","Artibeus jamaicensis-spinareoviridae","Artibeus jamaicensis","spinareoviridae",NA,0
"478","Artibeus jamaicensis-togaviridae","Artibeus jamaicensis","togaviridae",1,1
"479","Artibeus jamaicensis-totiviridae","Artibeus jamaicensis","totiviridae",NA,0
"480","Artibeus jamaicensis-tymoviridae","Artibeus jamaicensis","tymoviridae",NA,0
"481","Artibeus lituratus-adamaviridae","Artibeus lituratus","adamaviridae",NA,0
"482","Artibeus lituratus-adenoviridae","Artibeus lituratus","adenoviridae",1,1
"483","Artibeus lituratus-adintoviridae","Artibeus lituratus","adintoviridae",NA,0
"484","Artibeus lituratus-anelloviridae","Artibeus lituratus","anelloviridae",NA,0
"485","Artibeus lituratus-arenaviridae","Artibeus lituratus","arenaviridae",1,1
"486","Artibeus lituratus-artoviridae","Artibeus lituratus","artoviridae",NA,0
"487","Artibeus lituratus-astroviridae","Artibeus lituratus","astroviridae",1,1
"488","Artibeus lituratus-birnaviridae","Artibeus lituratus","birnaviridae",NA,0
"489","Artibeus lituratus-bornaviridae","Artibeus lituratus","bornaviridae",NA,0
"490","Artibeus lituratus-botourmiaviridae","Artibeus lituratus","botourmiaviridae",NA,0
"491","Artibeus lituratus-caliciviridae","Artibeus lituratus","caliciviridae",NA,0
"492","Artibeus lituratus-chuviridae","Artibeus lituratus","chuviridae",NA,0
"493","Artibeus lituratus-circoviridae","Artibeus lituratus","circoviridae",NA,0
"494","Artibeus lituratus-coronaviridae","Artibeus lituratus","coronaviridae",1,1
"495","Artibeus lituratus-filoviridae","Artibeus lituratus","filoviridae",NA,0
"496","Artibeus lituratus-flaviviridae","Artibeus lituratus","flaviviridae",NA,0
"497","Artibeus lituratus-geminiviridae","Artibeus lituratus","geminiviridae",NA,0
"498","Artibeus lituratus-genomoviridae","Artibeus lituratus","genomoviridae",NA,0
"499","Artibeus lituratus-hantaviridae","Artibeus lituratus","hantaviridae",NA,0
"500","Artibeus lituratus-hepadnaviridae","Artibeus lituratus","hepadnaviridae",NA,0
"501","Artibeus lituratus-hepeviridae","Artibeus lituratus","hepeviridae",NA,0
"502","Artibeus lituratus-kolmioviridae","Artibeus lituratus","kolmioviridae",NA,0
"503","Artibeus lituratus-mahapunaviridae","Artibeus lituratus","mahapunaviridae",NA,0
"504","Artibeus lituratus-matonaviridae","Artibeus lituratus","matonaviridae",NA,0
"505","Artibeus lituratus-nairoviridae","Artibeus lituratus","nairoviridae",NA,0
"506","Artibeus lituratus-nodaviridae","Artibeus lituratus","nodaviridae",NA,0
"507","Artibeus lituratus-nyamiviridae","Artibeus lituratus","nyamiviridae",NA,0
"508","Artibeus lituratus-orthoherpesviridae","Artibeus lituratus","orthoherpesviridae",1,1
"509","Artibeus lituratus-orthomyxoviridae","Artibeus lituratus","orthomyxoviridae",1,1
"510","Artibeus lituratus-papillomaviridae","Artibeus lituratus","papillomaviridae",1,1
"511","Artibeus lituratus-paramyxoviridae","Artibeus lituratus","paramyxoviridae",1,1
"512","Artibeus lituratus-partitiviridae","Artibeus lituratus","partitiviridae",NA,0
"513","Artibeus lituratus-parvoviridae","Artibeus lituratus","parvoviridae",1,1
"514","Artibeus lituratus-peribunyaviridae","Artibeus lituratus","peribunyaviridae",1,1
"515","Artibeus lituratus-phenuiviridae","Artibeus lituratus","phenuiviridae",NA,0
"516","Artibeus lituratus-picobirnaviridae","Artibeus lituratus","picobirnaviridae",NA,0
"517","Artibeus lituratus-picornaviridae","Artibeus lituratus","picornaviridae",NA,0
"518","Artibeus lituratus-polyomaviridae","Artibeus lituratus","polyomaviridae",NA,0
"519","Artibeus lituratus-poxviridae","Artibeus lituratus","poxviridae",NA,0
"520","Artibeus lituratus-qinviridae","Artibeus lituratus","qinviridae",NA,0
"521","Artibeus lituratus-retroviridae","Artibeus lituratus","retroviridae",NA,0
"522","Artibeus lituratus-rhabdoviridae","Artibeus lituratus","rhabdoviridae",1,1
"523","Artibeus lituratus-sedoreoviridae","Artibeus lituratus","sedoreoviridae",NA,0
"524","Artibeus lituratus-smacoviridae","Artibeus lituratus","smacoviridae",NA,0
"525","Artibeus lituratus-spinareoviridae","Artibeus lituratus","spinareoviridae",NA,0
"526","Artibeus lituratus-togaviridae","Artibeus lituratus","togaviridae",1,1
"527","Artibeus lituratus-totiviridae","Artibeus lituratus","totiviridae",NA,0
"528","Artibeus lituratus-tymoviridae","Artibeus lituratus","tymoviridae",NA,0
"529","Artibeus obscurus-adamaviridae","Artibeus obscurus","adamaviridae",NA,0
"530","Artibeus obscurus-adenoviridae","Artibeus obscurus","adenoviridae",1,1
"531","Artibeus obscurus-adintoviridae","Artibeus obscurus","adintoviridae",NA,0
"532","Artibeus obscurus-anelloviridae","Artibeus obscurus","anelloviridae",NA,0
"533","Artibeus obscurus-arenaviridae","Artibeus obscurus","arenaviridae",NA,0
"534","Artibeus obscurus-artoviridae","Artibeus obscurus","artoviridae",NA,0
"535","Artibeus obscurus-astroviridae","Artibeus obscurus","astroviridae",NA,0
"536","Artibeus obscurus-birnaviridae","Artibeus obscurus","birnaviridae",NA,0
"537","Artibeus obscurus-bornaviridae","Artibeus obscurus","bornaviridae",NA,0
"538","Artibeus obscurus-botourmiaviridae","Artibeus obscurus","botourmiaviridae",NA,0
"539","Artibeus obscurus-caliciviridae","Artibeus obscurus","caliciviridae",NA,0
"540","Artibeus obscurus-chuviridae","Artibeus obscurus","chuviridae",NA,0
"541","Artibeus obscurus-circoviridae","Artibeus obscurus","circoviridae",NA,0
"542","Artibeus obscurus-coronaviridae","Artibeus obscurus","coronaviridae",1,1
"543","Artibeus obscurus-filoviridae","Artibeus obscurus","filoviridae",NA,0
"544","Artibeus obscurus-flaviviridae","Artibeus obscurus","flaviviridae",NA,0
"545","Artibeus obscurus-geminiviridae","Artibeus obscurus","geminiviridae",NA,0
"546","Artibeus obscurus-genomoviridae","Artibeus obscurus","genomoviridae",NA,0
"547","Artibeus obscurus-hantaviridae","Artibeus obscurus","hantaviridae",1,1
"548","Artibeus obscurus-hepadnaviridae","Artibeus obscurus","hepadnaviridae",NA,0
"549","Artibeus obscurus-hepeviridae","Artibeus obscurus","hepeviridae",NA,0
"550","Artibeus obscurus-kolmioviridae","Artibeus obscurus","kolmioviridae",NA,0
"551","Artibeus obscurus-mahapunaviridae","Artibeus obscurus","mahapunaviridae",NA,0
"552","Artibeus obscurus-matonaviridae","Artibeus obscurus","matonaviridae",NA,0
"553","Artibeus obscurus-nairoviridae","Artibeus obscurus","nairoviridae",NA,0
"554","Artibeus obscurus-nodaviridae","Artibeus obscurus","nodaviridae",NA,0
