"sp_links","Host","Virus","VirusFamily","zoonotic","fam_links"
"Desmodus rotundus-bat astrovirus","Desmodus rotundus","bat astrovirus","astroviridae",0,"Desmodus rotundus-astroviridae"
"Desmodus rotundus-bat coronavirus","Desmodus rotundus","bat coronavirus","coronaviridae",0,"Desmodus rotundus-coronaviridae"
"Desmodus rotundus-bat deltavirus","Desmodus rotundus","bat deltavirus","kolmioviridae",0,"Desmodus rotundus-kolmioviridae"
"Desmodus rotundus-bat mastadenovirus","Desmodus rotundus","bat mastadenovirus","adenoviridae",0,"Desmodus rotundus-adenoviridae"
"Desmodus rotundus-bat mastadenovirus a","Desmodus rotundus","bat mastadenovirus a","adenoviridae",0,"Desmodus rotundus-adenoviridae"
"Desmodus rotundus-bat rotavirus","Desmodus rotundus","bat rotavirus","sedoreoviridae",0,"Desmodus rotundus-sedoreoviridae"
"Desmodus rotundus-betapolyomavirus desrotundus","Desmodus rotundus","betapolyomavirus desrotundus","polyomaviridae",0,"Desmodus rotundus-polyomaviridae"
"Desmodus rotundus-bocaparvovirus sp.","Desmodus rotundus","bocaparvovirus sp.","parvoviridae",1,"Desmodus rotundus-parvoviridae"
"Desmodus rotundus-chirohepevirus desmodi","Desmodus rotundus","chirohepevirus desmodi","hepeviridae",0,"Desmodus rotundus-hepeviridae"
"Desmodus rotundus-chirohepevirus eptesici","Desmodus rotundus","chirohepevirus eptesici","hepeviridae",0,"Desmodus rotundus-hepeviridae"
"Desmodus rotundus-circovirus sp.","Desmodus rotundus","circovirus sp.","circoviridae",0,"Desmodus rotundus-circoviridae"
"Desmodus rotundus-copiparvovirus sp.","Desmodus rotundus","copiparvovirus sp.","parvoviridae",0,"Desmodus rotundus-parvoviridae"
"Desmodus rotundus-dependoparvovirus chiropteran2","Desmodus rotundus","dependoparvovirus chiropteran2","parvoviridae",0,"Desmodus rotundus-parvoviridae"
"Desmodus rotundus-dependoparvovirus sp.","Desmodus rotundus","dependoparvovirus sp.","parvoviridae",0,"Desmodus rotundus-parvoviridae"
"Desmodus rotundus-desmodus rotundus betaherpesvirus","Desmodus rotundus","desmodus rotundus betaherpesvirus","orthoherpesviridae",0,"Desmodus rotundus-orthoherpesviridae"
"Desmodus rotundus-desmodus rotundus circovirus 1","Desmodus rotundus","desmodus rotundus circovirus 1","circoviridae",0,"Desmodus rotundus-circoviridae"
"Desmodus rotundus-desmodus rotundus endogenous retrovirus","Desmodus rotundus","desmodus rotundus endogenous retrovirus","retroviridae",0,"Desmodus rotundus-retroviridae"
"Desmodus rotundus-desmodus rotundus gammaherpesvirus","Desmodus rotundus","desmodus rotundus gammaherpesvirus","orthoherpesviridae",0,"Desmodus rotundus-orthoherpesviridae"
"Desmodus rotundus-desmodus rotundus gammaherpesvirus 1","Desmodus rotundus","desmodus rotundus gammaherpesvirus 1","orthoherpesviridae",0,"Desmodus rotundus-orthoherpesviridae"
"Desmodus rotundus-desmodus rotundus gammaherpesvirus 2","Desmodus rotundus","desmodus rotundus gammaherpesvirus 2","orthoherpesviridae",0,"Desmodus rotundus-orthoherpesviridae"
"Desmodus rotundus-desmodus rotundus gammaherpesvirus 3","Desmodus rotundus","desmodus rotundus gammaherpesvirus 3","orthoherpesviridae",0,"Desmodus rotundus-orthoherpesviridae"
"Desmodus rotundus-desmodus rotundus parvovirus","Desmodus rotundus","desmodus rotundus parvovirus","parvoviridae",0,"Desmodus rotundus-parvoviridae"
"Desmodus rotundus-gammaherpesvirinae sp.","Desmodus rotundus","gammaherpesvirinae sp.","orthoherpesviridae",0,"Desmodus rotundus-orthoherpesviridae"
"Desmodus rotundus-hepacivirus bovis","Desmodus rotundus","hepacivirus bovis","flaviviridae",0,"Desmodus rotundus-flaviviridae"
"Desmodus rotundus-jeilongvirus murinae","Desmodus rotundus","jeilongvirus murinae","paramyxoviridae",0,"Desmodus rotundus-paramyxoviridae"
"Desmodus rotundus-kanhgag paramyxovirus","Desmodus rotundus","kanhgag paramyxovirus","paramyxoviridae",0,"Desmodus rotundus-paramyxoviridae"
"Desmodus rotundus-lyssavirus rabies","Desmodus rotundus","lyssavirus rabies","rhabdoviridae",1,"Desmodus rotundus-rhabdoviridae"
"Desmodus rotundus-orthohantavirus andesense","Desmodus rotundus","orthohantavirus andesense","hantaviridae",1,"Desmodus rotundus-hantaviridae"
"Desmodus rotundus-orthorubulavirus suis","Desmodus rotundus","orthorubulavirus suis","paramyxoviridae",0,"Desmodus rotundus-paramyxoviridae"
"Desmodus rotundus-parajeilongvirus desmodi","Desmodus rotundus","parajeilongvirus desmodi","paramyxoviridae",0,"Desmodus rotundus-paramyxoviridae"
"Desmodus rotundus-pegivirus pteropi","Desmodus rotundus","pegivirus pteropi","flaviviridae",0,"Desmodus rotundus-flaviviridae"
"Desmodus rotundus-polyomavirus sp.","Desmodus rotundus","polyomavirus sp.","polyomaviridae",1,"Desmodus rotundus-polyomaviridae"
"Desmodus rotundus-protoparvovirus sp.","Desmodus rotundus","protoparvovirus sp.","parvoviridae",1,"Desmodus rotundus-parvoviridae"
"Desmodus rotundus-torque teno desmodus rotundus virus","Desmodus rotundus","torque teno desmodus rotundus virus","anelloviridae",0,"Desmodus rotundus-anelloviridae"
"Desmodus rotundus-torque teno virus","Desmodus rotundus","torque teno virus","anelloviridae",1,"Desmodus rotundus-anelloviridae"
"Desmodus rotundus-vampire bat morbillivirus 1","Desmodus rotundus","vampire bat morbillivirus 1","paramyxoviridae",0,"Desmodus rotundus-paramyxoviridae"
"Desmodus rotundus-vampire bat morbillivirus 2","Desmodus rotundus","vampire bat morbillivirus 2","paramyxoviridae",0,"Desmodus rotundus-paramyxoviridae"
"Desmodus rotundus-venezuelan equine encephalitis virus","Desmodus rotundus","venezuelan equine encephalitis virus","togaviridae",1,"Desmodus rotundus-togaviridae"
"Diaemus youngi-anelloviridae sp.","Diaemus youngi","anelloviridae sp.","anelloviridae",1,"Diaemus youngi-anelloviridae"
"Diaemus youngi-diaemus bat paramyxovirus","Diaemus youngi","diaemus bat paramyxovirus","paramyxoviridae",0,"Diaemus youngi-paramyxoviridae"
"Diaemus youngi-diaemus youngi gammaherpesvirus 1","Diaemus youngi","diaemus youngi gammaherpesvirus 1","orthoherpesviridae",0,"Diaemus youngi-orthoherpesviridae"
"Diaemus youngi-gemykrogvirus sp.","Diaemus youngi","gemykrogvirus sp.","genomoviridae",0,"Diaemus youngi-genomoviridae"
"Diaemus youngi-genomoviridae sp.","Diaemus youngi","genomoviridae sp.","genomoviridae",1,"Diaemus youngi-genomoviridae"
"Diaemus youngi-lyssavirus rabies","Diaemus youngi","lyssavirus rabies","rhabdoviridae",1,"Diaemus youngi-rhabdoviridae"
"Diaemus youngi-paramyxoviridae sp.","Diaemus youngi","paramyxoviridae sp.","paramyxoviridae",0,"Diaemus youngi-paramyxoviridae"
"Diaemus youngi-smacoviridae sp.","Diaemus youngi","smacoviridae sp.","smacoviridae",1,"Diaemus youngi-smacoviridae"
"Diclidurus albus-lyssavirus rabies","Diclidurus albus","lyssavirus rabies","rhabdoviridae",1,"Diclidurus albus-rhabdoviridae"
"Diphylla ecaudata-bat alphacoronavirus","Diphylla ecaudata","bat alphacoronavirus","coronaviridae",0,"Diphylla ecaudata-coronaviridae"
"Diphylla ecaudata-diphylla ecaudata betaherpesvirus","Diphylla ecaudata","diphylla ecaudata betaherpesvirus","orthoherpesviridae",0,"Diphylla ecaudata-orthoherpesviridae"
"Diphylla ecaudata-diphylla ecaudata gammaherpesvirus","Diphylla ecaudata","diphylla ecaudata gammaherpesvirus","orthoherpesviridae",0,"Diphylla ecaudata-orthoherpesviridae"
"Diphylla ecaudata-lyssavirus rabies","Diphylla ecaudata","lyssavirus rabies","rhabdoviridae",1,"Diphylla ecaudata-rhabdoviridae"
"Dobsonia moluccensis-alphapolyomavirus dobsoniae","Dobsonia moluccensis","alphapolyomavirus dobsoniae","polyomaviridae",0,"Dobsonia moluccensis-polyomaviridae"
"Dobsonia moluccensis-betapolyomavirus secudobsoniae","Dobsonia moluccensis","betapolyomavirus secudobsoniae","polyomaviridae",0,"Dobsonia moluccensis-polyomaviridae"
"Dobsonia moluccensis-betapolyomavirus tertidobsoniae","Dobsonia moluccensis","betapolyomavirus tertidobsoniae","polyomaviridae",0,"Dobsonia moluccensis-polyomaviridae"
"Dobsonia moluccensis-megabat gammaherpesvirus","Dobsonia moluccensis","megabat gammaherpesvirus","orthoherpesviridae",0,"Dobsonia moluccensis-orthoherpesviridae"
"Doryrhina cyclops-bat mastadenovirus","Doryrhina cyclops","bat mastadenovirus","adenoviridae",0,"Doryrhina cyclops-adenoviridae"
"Doryrhina cyclops-rubivirus ruteetense","Doryrhina cyclops","rubivirus ruteetense","matonaviridae",0,"Doryrhina cyclops-matonaviridae"
"Dyacopterus spadiceus-bat coronavirus","Dyacopterus spadiceus","bat coronavirus","coronaviridae",0,"Dyacopterus spadiceus-coronaviridae"
"Eidolon dupreanum-bat aichivirus","Eidolon dupreanum","bat aichivirus","picornaviridae",0,"Eidolon dupreanum-picornaviridae"
"Eidolon dupreanum-bat astrovirus","Eidolon dupreanum","bat astrovirus","astroviridae",0,"Eidolon dupreanum-astroviridae"
"Eidolon dupreanum-eidolon dupraenum simplexvirus 1","Eidolon dupreanum","eidolon dupraenum simplexvirus 1","orthoherpesviridae",0,"Eidolon dupreanum-orthoherpesviridae"
"Eidolon dupreanum-eidolon dupreanum cardiovirus","Eidolon dupreanum","eidolon dupreanum cardiovirus","picornaviridae",0,"Eidolon dupreanum-picornaviridae"
"Eidolon dupreanum-eidolon dupreanum hepatovirus","Eidolon dupreanum","eidolon dupreanum hepatovirus","picornaviridae",0,"Eidolon dupreanum-picornaviridae"
"Eidolon dupreanum-eidolon dupreanum kobuvirus","Eidolon dupreanum","eidolon dupreanum kobuvirus","picornaviridae",0,"Eidolon dupreanum-picornaviridae"
"Eidolon dupreanum-eidolon dupreanum kobuvirus 2","Eidolon dupreanum","eidolon dupreanum kobuvirus 2","picornaviridae",0,"Eidolon dupreanum-picornaviridae"
"Eidolon dupreanum-eidolon dupreanum nobecovirus","Eidolon dupreanum","eidolon dupreanum nobecovirus","coronaviridae",0,"Eidolon dupreanum-coronaviridae"
"Eidolon dupreanum-eidolon dupreanum sapelovirus 1","Eidolon dupreanum","eidolon dupreanum sapelovirus 1","picornaviridae",0,"Eidolon dupreanum-picornaviridae"
"Eidolon dupreanum-eidolon dupreanum sapelovirus 2","Eidolon dupreanum","eidolon dupreanum sapelovirus 2","picornaviridae",0,"Eidolon dupreanum-picornaviridae"
"Eidolon dupreanum-eidolon dupreanum sapovirus 1","Eidolon dupreanum","eidolon dupreanum sapovirus 1","caliciviridae",0,"Eidolon dupreanum-caliciviridae"
"Eidolon dupreanum-eidolon dupreanum sapovirus 2","Eidolon dupreanum","eidolon dupreanum sapovirus 2","caliciviridae",0,"Eidolon dupreanum-caliciviridae"
"Eidolon dupreanum-eidolon dupreanum sapovirus 3","Eidolon dupreanum","eidolon dupreanum sapovirus 3","caliciviridae",0,"Eidolon dupreanum-caliciviridae"
"Eidolon dupreanum-eidolon dupreanum sapovirus 4","Eidolon dupreanum","eidolon dupreanum sapovirus 4","caliciviridae",0,"Eidolon dupreanum-caliciviridae"
"Eidolon dupreanum-eidolon dupreanum teschovirus 1","Eidolon dupreanum","eidolon dupreanum teschovirus 1","picornaviridae",0,"Eidolon dupreanum-picornaviridae"
"Eidolon dupreanum-henipavirus angavokelyense","Eidolon dupreanum","henipavirus angavokelyense","paramyxoviridae",0,"Eidolon dupreanum-paramyxoviridae"
"Eidolon dupreanum-lyssavirus rabies","Eidolon dupreanum","lyssavirus rabies","rhabdoviridae",1,"Eidolon dupreanum-rhabdoviridae"
"Eidolon helvum-alphapolyomavirus eidoli","Eidolon helvum","alphapolyomavirus eidoli","polyomaviridae",0,"Eidolon helvum-polyomaviridae"
"Eidolon helvum-amdoparvovirus chiropteran1","Eidolon helvum","amdoparvovirus chiropteran1","parvoviridae",0,"Eidolon helvum-parvoviridae"
"Eidolon helvum-bat astrovirus","Eidolon helvum","bat astrovirus","astroviridae",0,"Eidolon helvum-astroviridae"
"Eidolon helvum-bat bastrovirus","Eidolon helvum","bat bastrovirus","astroviridae",0,"Eidolon helvum-astroviridae"
"Eidolon helvum-bat betacoronavirus","Eidolon helvum","bat betacoronavirus","coronaviridae",0,"Eidolon helvum-coronaviridae"
"Eidolon helvum-bat bocavirus","Eidolon helvum","bat bocavirus","parvoviridae",0,"Eidolon helvum-parvoviridae"
"Eidolon helvum-bat coronavirus","Eidolon helvum","bat coronavirus","coronaviridae",0,"Eidolon helvum-coronaviridae"
"Eidolon helvum-bat cyclovirus","Eidolon helvum","bat cyclovirus","circoviridae",0,"Eidolon helvum-circoviridae"
"Eidolon helvum-bat hepatovirus","Eidolon helvum","bat hepatovirus","picornaviridae",0,"Eidolon helvum-picornaviridae"
"Eidolon helvum-bat mastadenovirus","Eidolon helvum","bat mastadenovirus","adenoviridae",0,"Eidolon helvum-adenoviridae"
"Eidolon helvum-bat papillomavirus","Eidolon helvum","bat papillomavirus","papillomaviridae",0,"Eidolon helvum-papillomaviridae"
"Eidolon helvum-bat parvovirus","Eidolon helvum","bat parvovirus","parvoviridae",0,"Eidolon helvum-parvoviridae"
"Eidolon helvum-bat polyomavirus","Eidolon helvum","bat polyomavirus","polyomaviridae",0,"Eidolon helvum-polyomaviridae"
"Eidolon helvum-bat rotavirus","Eidolon helvum","bat rotavirus","sedoreoviridae",0,"Eidolon helvum-sedoreoviridae"
"Eidolon helvum-bat sapelovirus","Eidolon helvum","bat sapelovirus","picornaviridae",0,"Eidolon helvum-picornaviridae"
"Eidolon helvum-bat sapovirus","Eidolon helvum","bat sapovirus","caliciviridae",0,"Eidolon helvum-caliciviridae"
"Eidolon helvum-betacoronavirus 1","Eidolon helvum","betacoronavirus 1","coronaviridae",1,"Eidolon helvum-coronaviridae"
"Eidolon helvum-betacoronavirus rousetti","Eidolon helvum","betacoronavirus rousetti","coronaviridae",0,"Eidolon helvum-coronaviridae"
"Eidolon helvum-dyoupsilonpapillomavirus 1","Eidolon helvum","dyoupsilonpapillomavirus 1","papillomaviridae",0,"Eidolon helvum-papillomaviridae"
"Eidolon helvum-eidolon bat calicivirus","Eidolon helvum","eidolon bat calicivirus","caliciviridae",0,"Eidolon helvum-caliciviridae"
"Eidolon helvum-eidolon bat coronavirus","Eidolon helvum","eidolon bat coronavirus","coronaviridae",0,"Eidolon helvum-coronaviridae"
"Eidolon helvum-eidolon bat papillomavirus","Eidolon helvum","eidolon bat papillomavirus","papillomaviridae",0,"Eidolon helvum-papillomaviridae"
"Eidolon helvum-eidolon helvum adenovirus","Eidolon helvum","eidolon helvum adenovirus","adenoviridae",0,"Eidolon helvum-adenoviridae"
"Eidolon helvum-eidolon helvum adenovirus 1","Eidolon helvum","eidolon helvum adenovirus 1","adenoviridae",0,"Eidolon helvum-adenoviridae"
"Eidolon helvum-eidolon helvum adenovirus 2","Eidolon helvum","eidolon helvum adenovirus 2","adenoviridae",0,"Eidolon helvum-adenoviridae"
"Eidolon helvum-eidolon helvum adenovirus 3","Eidolon helvum","eidolon helvum adenovirus 3","adenoviridae",0,"Eidolon helvum-adenoviridae"
"Eidolon helvum-eidolon helvum kobuvirus","Eidolon helvum","eidolon helvum kobuvirus","picornaviridae",0,"Eidolon helvum-picornaviridae"
"Eidolon helvum-eidolon helvum lung retrovirus 1","Eidolon helvum","eidolon helvum lung retrovirus 1","retroviridae",0,"Eidolon helvum-retroviridae"
"Eidolon helvum-eidolon helvum papillomavirus","Eidolon helvum","eidolon helvum papillomavirus","papillomaviridae",0,"Eidolon helvum-papillomaviridae"
"Eidolon helvum-eidolon helvum papillomavirus 4","Eidolon helvum","eidolon helvum papillomavirus 4","papillomaviridae",0,"Eidolon helvum-papillomaviridae"
"Eidolon helvum-eidolon helvum papillomavirus 5","Eidolon helvum","eidolon helvum papillomavirus 5","papillomaviridae",0,"Eidolon helvum-papillomaviridae"
"Eidolon helvum-eidolon helvum papillomavirus 6","Eidolon helvum","eidolon helvum papillomavirus 6","papillomaviridae",0,"Eidolon helvum-papillomaviridae"
"Eidolon helvum-eidolon helvum papillomavirus 7","Eidolon helvum","eidolon helvum papillomavirus 7","papillomaviridae",0,"Eidolon helvum-papillomaviridae"
"Eidolon helvum-eidolon helvum parvovirus 2","Eidolon helvum","eidolon helvum parvovirus 2","parvoviridae",0,"Eidolon helvum-parvoviridae"
"Eidolon helvum-eidolon helvum poxvirus 1","Eidolon helvum","eidolon helvum poxvirus 1","poxviridae",0,"Eidolon helvum-poxviridae"
"Eidolon helvum-eidolon helvum simplexvirus 1","Eidolon helvum","eidolon helvum simplexvirus 1","orthoherpesviridae",0,"Eidolon helvum-orthoherpesviridae"
"Eidolon helvum-eidolon helvum throat retrovirus 1","Eidolon helvum","eidolon helvum throat retrovirus 1","retroviridae",0,"Eidolon helvum-retroviridae"
"Eidolon helvum-eidolon polyomavirus 2","Eidolon helvum","eidolon polyomavirus 2","polyomaviridae",0,"Eidolon helvum-polyomaviridae"
"Eidolon helvum-henipavirus ghanaense","Eidolon helvum","henipavirus ghanaense","paramyxoviridae",0,"Eidolon helvum-paramyxoviridae"
"Eidolon helvum-henipavirus hendraense","Eidolon helvum","henipavirus hendraense","paramyxoviridae",1,"Eidolon helvum-paramyxoviridae"
"Eidolon helvum-ife virus","Eidolon helvum","ife virus","sedoreoviridae",0,"Eidolon helvum-sedoreoviridae"
"Eidolon helvum-jeilongvirus murinae","Eidolon helvum","jeilongvirus murinae","paramyxoviridae",0,"Eidolon helvum-paramyxoviridae"
"Eidolon helvum-ledantevirus kumasi","Eidolon helvum","ledantevirus kumasi","rhabdoviridae",0,"Eidolon helvum-rhabdoviridae"
"Eidolon helvum-limbe partiti-like virus","Eidolon helvum","limbe partiti-like virus","picobirnaviridae",0,"Eidolon helvum-picobirnaviridae"
"Eidolon helvum-limbe picobirna-like virus","Eidolon helvum","limbe picobirna-like virus","picobirnaviridae",0,"Eidolon helvum-picobirnaviridae"
"Eidolon helvum-lysoka partiti-like virus","Eidolon helvum","lysoka partiti-like virus","picobirnaviridae",0,"Eidolon helvum-picobirnaviridae"
"Eidolon helvum-lysoka partitivirus","Eidolon helvum","lysoka partitivirus","picobirnaviridae",0,"Eidolon helvum-picobirnaviridae"
"Eidolon helvum-lysoka picobirna-like virus","Eidolon helvum","lysoka picobirna-like virus","picobirnaviridae",1,"Eidolon helvum-picobirnaviridae"
"Eidolon helvum-lyssavirus lagos","Eidolon helvum","lyssavirus lagos","rhabdoviridae",1,"Eidolon helvum-rhabdoviridae"
"Eidolon helvum-mamastrovirus sp.","Eidolon helvum","mamastrovirus sp.","astroviridae",1,"Eidolon helvum-astroviridae"
"Eidolon helvum-moyuka partiti-like virus","Eidolon helvum","moyuka partiti-like virus","picobirnaviridae",0,"Eidolon helvum-picobirnaviridae"
"Eidolon helvum-orthoebolavirus zairense","Eidolon helvum","orthoebolavirus zairense","filoviridae",1,"Eidolon helvum-filoviridae"
"Eidolon helvum-orthoflavivirus zikaense","Eidolon helvum","orthoflavivirus zikaense","flaviviridae",1,"Eidolon helvum-flaviviridae"
"Eidolon helvum-pararubulavirus accraense","Eidolon helvum","pararubulavirus accraense","paramyxoviridae",0,"Eidolon helvum-paramyxoviridae"
"Eidolon helvum-pararubulavirus achimotaense","Eidolon helvum","pararubulavirus achimotaense","paramyxoviridae",0,"Eidolon helvum-paramyxoviridae"
"Eidolon helvum-pararubulavirus eidoli","Eidolon helvum","pararubulavirus eidoli","paramyxoviridae",0,"Eidolon helvum-paramyxoviridae"
"Eidolon helvum-pegivirus pteropi","Eidolon helvum","pegivirus pteropi","flaviviridae",0,"Eidolon helvum-flaviviridae"
